,Arttırılabilir Azami Bellek,Bağlantılar,Brand,Cihaz Ağırlığı,Dokunmatik Ekran,Ekran Boyutu,Ekran Kartı,Ekran Kartı Bellek Tipi,Ekran Kartı Hafızası,Ekran Kartı Tipi,Ekran Yenileme Hızı,Ekran Özelliği,Garanti Süresi,Garanti Tipi,Görüntü Kalitesi,HDMI,Hard Disk Kapasitesi,Kapasite,Klavye,Kullanım Amacı,Maksimum İşlemci Hızı (GHz),Okula Dönüş,Optik Sürücü,Optik Sürücü Tipi,Panel Tipi,Price,Ram (Sistem Belleği),Ram (Sistem Belleği) Tipi,Renk,SSD Kapasitesi,Soket Tipi,Star,Temel İşlemci Hızı (GHz),Title,Çözünürlük,Çözünürlük Standartı,İşlemci Frekansı,İşlemci Modeli,İşlemci Nesli,İşlemci Tipi,İşlemci Çekirdek Sayısı,İşletim Sistemi,Şarjlı Kullanım Süresi
35,,,LENOVO V15 G2 R3 82kd0041tx Amd Ryzen 3 5300u 8gb 256gb Dos 15.6 Fhd 82KD0041TX ,2 - 4 kg,Yok,"15,6 inç",AMD Radeon Graphics,DDR4,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,,7.379,8 GB,DDR4,Siyah,256 GB,,4.85,, V15 G2 R3 82kd0041tx Amd Ryzen 3 5300u 8gb 256gb Dos 15.6 Fhd 82KD0041TX ,1920 x 1080,Full HD (FHD),,5300U,Belirtilmemiş,AMD Ryzen 3,4,Free Dos,
36,,Bluetooth,"Dell Inspiron 15-3525 AMD Ryzen 5-5625U 8GB 512GB SSD 15.6"" W11 Home Laptop (Dell Türkiye Garantili) 125034345 ",Belirtilmemiş,Yok,"15,6 inç",AMD Radeon Graphics,DDR4,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Dell Türkiye Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,,10.999,8 GB,Belirtilmemiş,Çok Renkli,512 GB,,4.6,," Inspiron 15-3525 AMD Ryzen 5-5625U 8GB 512GB SSD 15.6"" W11 Home Laptop (Dell Türkiye Garantili) 125034345 ",1920 x 1080,Full HD (FHD),,5625U,5. Nesil,AMD Ryzen 5,6,Windows,
37,,,"HP 250 G9 Intel Core I5 1235u 8gb 256gb Ssd Freedos 15.6"" Fhd 6q8m5es01 HP6Q8M5ES01 ",2 - 4 kg,Yok,"15,6 inç",Intel Iris Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,IPS,12.899,8 GB,DDR4,Gri,256 GB,,0.0,," 250 G9 Intel Core I5 1235u 8gb 256gb Ssd Freedos 15.6"" Fhd 6q8m5es01 HP6Q8M5ES01 ",1920 x 1080,Full HD (FHD),,1235U,12. Nesil,Intel Core i5,10,Free Dos,
38,,Bluetooth,"ASUS X515ea-bq1185w Intel I5 1135g7 8gb Ram 512gb Ssd Iris Xe 15.6"" Fhd Ips W11 Notebook 125034394 ",Belirtilmemiş,Yok,"15,6 inç",Intel UHD Graphics,DDR4,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Asus Türkiye Garantili,,,512 GB,,Q Türkçe,Oyun,,,,Yok,,"12.641,31",8 GB,Belirtilmemiş,Çok Renkli,512 GB,,4.87,," X515ea-bq1185w Intel I5 1135g7 8gb Ram 512gb Ssd Iris Xe 15.6"" Fhd Ips W11 Notebook 125034394 ",1920 x 1080,Full HD (FHD),,1135G7,Belirtilmemiş,Intel Core i5,Belirtilmemiş,Windows,
39,4 GB,,"LENOVO V14 82c2006btx Celeron N4120 4gb 256gb 14"" Freedos 82C2006BTX ",2 - 4 kg,Yok,14 inç,Dahili Ekran Kartı,DDR4,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,,"4.905,72",4 GB,Belirtilmemiş,Gri,256 GB,,4.64,," V14 82c2006btx Celeron N4120 4gb 256gb 14"" Freedos 82C2006BTX ",1366 x 768,HD Ready (HD),,N4120,Belirtilmemiş,Intel Celeron,4,Free Dos,
40,,Bluetooth,Casper Excalibur G770.1245-bfh0x-b 12.nesil Intel Core I5-12450h 16 Gb Ram 1 Tb Ssd 4gb Gtx 1650 Freedos G770.1245-BFH0X-B ,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce GTX 1650,GDDR6,4 GB,Harici,144 Hz,,2 Yıl,Casper Türkiye Garantili,,,HDD Yok,,RGB Türkçe,Oyun,4.4,,,Yok,IPS,17.099,16 GB,DDR4,Siyah,1 TB,,0.0,3.3, Excalibur G770.1245-bfh0x-b 12.nesil Intel Core I5-12450h 16 Gb Ram 1 Tb Ssd 4gb Gtx 1650 Freedos G770.1245-BFH0X-B ,1920 x 1080,Full HD (FHD),,12450H,12. Nesil,Intel Core i5,8,Free Dos,
41,,HDMI,Casper Excalibur G770.1245-bvj0x-b Intel 12.nesil I5-12450h 16gb Ram 500gb Nvme Ssd 4gb Rtx3050 Freedos G770.1245-BVJ0X-B ,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,144 Hz,,2 Yıl,Casper Türkiye Garantili,,,HDD Yok,Yok,RGB Türkçe,Oyun,4.4,,,Yok,IPS,"21.711,54",16 GB,DDR4,Siyah,500 GB,,4.62,3.3, Excalibur G770.1245-bvj0x-b Intel 12.nesil I5-12450h 16gb Ram 500gb Nvme Ssd 4gb Rtx3050 Freedos G770.1245-BVJ0X-B ,1920 x 1080,Full HD (FHD),,12450H,12. Nesil,Intel Core i5,8,Free Dos,
42,,,"Casper Excalibur G770.1140-bvh0x-b Intel Core I5-11400h 16gb 500gb Nvme Ssd 4gb Gtx1650 Freedos 15.6"" G770.1140-BVH0X-B ",2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce GTX 1650,GDDR6,4 GB,Harici,144 Hz,,,Casper Türkiye Garantili,,,Yok,,RGB Türkçe,Oyun,4.5,,,Yok,IPS,"17.274,51",16 GB,DDR4,,500 GB,,4.25,," Excalibur G770.1140-bvh0x-b Intel Core I5-11400h 16gb 500gb Nvme Ssd 4gb Gtx1650 Freedos 15.6"" G770.1140-BVH0X-B ",1920 x 1080,Full HD (FHD),,11400H,11. Nesil,Intel Core i5,6,Free Dos,
43,,,"LENOVO V15 G2 Alc 82kd0041tx Amd Ryzen 3 5300u 8gb 256gb Ssd 15.6"" Fredos Lenovo V15 G2 ALC 82KD0041TX ",2 kg ve Altı,Yok,"15,6 inç",AMD Radeon R3,Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Lenovo Türkiye Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,,7.499,8 GB,DDR4,Siyah,256 GB,,4.69,," V15 G2 Alc 82kd0041tx Amd Ryzen 3 5300u 8gb 256gb Ssd 15.6"" Fredos Lenovo V15 G2 ALC 82KD0041TX ",1920 x 1080,HD Ready (HD),,5300U,5. Nesil,AMD Ryzen 3,4,Free Dos,
44,,,"Dell Intel Core i5-11260H 8GB 256GB SSD RTX3050 4GB 15.6"" FHD 120Hz Ubuntu Gaming Laptop G15-5511-4BI5F82N ",Belirtilmemiş,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,120 Hz,,2 Yıl,Dell Türkiye Garantili,,,HDD Yok,,Q Türkçe,Oyun,4.4,,,Yok,,15.999,8 GB,DDR4,Gri,256 GB,,4.89,," Intel Core i5-11260H 8GB 256GB SSD RTX3050 4GB 15.6"" FHD 120Hz Ubuntu Gaming Laptop G15-5511-4BI5F82N ",1920 x 1080,Full HD (FHD),,11260H,11. Nesil,Intel Core i5,6,Linux,
45,,,ASUS Rog Strix G15 G513ıe-hn076 Ryzen 7 4800h 16gb Ram 1tb Ssd 4gb Rtx3050ti 15.6 Inç Fhd 144hz G513IE-HN076 ,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050 Ti,GDDR6,4 GB,Harici,144 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,RGB Türkçe,Oyun,,,,Yok,,22.499,16 GB,DDR4,Gri,1 TB,,5.0,, Rog Strix G15 G513ıe-hn076 Ryzen 7 4800h 16gb Ram 1tb Ssd 4gb Rtx3050ti 15.6 Inç Fhd 144hz G513IE-HN076 ,1920 x 1080,Full HD (FHD),,4800H,4. Nesil,AMD Ryzen 7,8,Free Dos,
46,,Bluetooth,LENOVO Ideapad 3 15alc6 Amd Ryzen 5 5500u 8gb/256gb Ssd Notebook 82ku0117tx 82KU0117TX ,2 kg ve Altı,Yok,"15,6 inç",AMD Radeon Graphics,DDR4,2 GB,Harici,Belirtilmemiş,,2 Yıl,Lenovo Türkiye Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,4.0,,,Yok,TN,9.595,8 GB,DDR4,Gri,256 GB,,4.88,2.1, Ideapad 3 15alc6 Amd Ryzen 5 5500u 8gb/256gb Ssd Notebook 82ku0117tx 82KU0117TX ,1920 x 1080,Full HD (FHD),,5500U,Belirtilmemiş,AMD Ryzen 5,Belirtilmemiş,Windows,
47,,,ASUS X515ea-ej1996 I5-1135g7 8gb Ram 256gb Ssd 15.6 Inç Fhd Freedos X515EA-EJ1996 ,2 kg ve Altı,Yok,"15,6 inç",Intel UHD Graphics,DDR,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,,9.699,8 GB,DDR4,Mavi,256 GB,,4.6,, X515ea-ej1996 I5-1135g7 8gb Ram 256gb Ssd 15.6 Inç Fhd Freedos X515EA-EJ1996 ,1920 x 1080,Full HD (FHD),,1135G7,11. Nesil,Intel Core i5,4,Free Dos,
48,8 GB,,"Huawei Matebook D16 12th Gen Intel Core I5-12450h Processor 8 gb 512 gb 16"" W11 Notebook 125034372 ",2 kg ve Altı,Yok,16 inç,Dahili Ekran Kartı,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Huawei Türkiye Garantili,,,512 GB,,Q Türkçe,Ev - Okul,,,,Yok,,16.799,8 GB,Belirtilmemiş,Çok Renkli,512 GB,,5.0,," Matebook D16 12th Gen Intel Core I5-12450h Processor 8 gb 512 gb 16"" W11 Notebook 125034372 ",1920 x 1080,Full HD (FHD),,Belirtilmemiş,Belirtilmemiş,Intel Core i5,Belirtilmemiş,Windows,
49,8 GB,HDMI,"ASUS X415ea-eb976 I5-1135g7 8gb 256ssd 14"" Fullhd Freedos Taşınabilir Bilgisayar T13857 ",2 kg ve Altı,Yok,14 inç,Intel Iris Graphics,SD,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Oyun,,,,Yok,,9.699,8 GB,DDR4,Gri,256 GB,,4.31,," X415ea-eb976 I5-1135g7 8gb 256ssd 14"" Fullhd Freedos Taşınabilir Bilgisayar T13857 ",1920 x 1080,Full HD (FHD),,1135G7,11. Nesil,Intel Core i5,4,Free Dos,
50,,,"LENOVO V15 82kd0045tx Ryzen R7-5700u 16gb 512gb Ssd 15.6"" Fhd Freedos Taşınabilir Bilgisayar 82KD0045TX ",2 kg ve Altı,Var,"15,6 inç",AMD Radeon R7,Belirtilmemiş,Paylaşımlı,Harici,Belirtilmemiş,,2 Yıl,Lenovo Türkiye Garantili,,,HDD Yok,,Q Türkçe,Ev - Okul,,,,Yok,,"11.171,02",16 GB,DDR4,Siyah,512 GB,,4.75,," V15 82kd0045tx Ryzen R7-5700u 16gb 512gb Ssd 15.6"" Fhd Freedos Taşınabilir Bilgisayar 82KD0045TX ",1920 x 1080,Full HD (FHD),,5700U,7. Nesil,AMD,8,Free Dos,
51,8 GB,,"ACER A315-34 IntelCeleron-4020 4GB 128GBSSD 15,6'' Siyah Dizüstü Bilgisayar(Acer Türkiye Garantili) NX.HE3EY.00C ",2 kg ve Altı,Yok,"15,6 inç",Intel UHD Graphics 600,Belirtilmemiş,1 GB,Dahili,Belirtilmemiş,,2 Yıl,ACER Türkiye Garantili,,,HDD Yok,,Q Türkçe,Ev - Okul,2.8,,,Yok,,5.299,4 GB,Belirtilmemiş,Siyah,128 GB,,4.62,1.1," A315-34 IntelCeleron-4020 4GB 128GBSSD 15,6'' Siyah Dizüstü Bilgisayar(Acer Türkiye Garantili) NX.HE3EY.00C ",1920 x 1080,Full HD (FHD),,N4020,4. Nesil,Intel Celeron,Belirtilmemiş,Linux,
52,,,"Apple MacbookPro 14"" M1 Pro 8cCpu 14c Gpu 16Gb512Gb Ssd Grisi Dizüstü Bilgisayar (Apple Türkiye Garantili) MKGP3TU/A ",2 kg ve Altı,Yok,14 inç,M1 Pro 14 Çekirdekli,Belirtilmemiş,Paylaşımlı,Dahili,120 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,Yok,Q Türkçe,Ofis - İş,,,,Yok,IPS,37.799,16 GB,Belirtilmemiş,Gri,512 GB,,4.69,Belirtilmemiş," MacbookPro 14"" M1 Pro 8cCpu 14c Gpu 16Gb512Gb Ssd Grisi Dizüstü Bilgisayar (Apple Türkiye Garantili) MKGP3TU/A ",3024 x 1964,Retina,,Belirtilmemiş,Belirtilmemiş,Apple M1 Pro,8,Mac Os,
53,4 GB,,"LENOVO Intel Celeron 82c2006btx N4120 4gb Ram 256gb Ssd 14"" Freedos Taşınabilir Bilgisayar 82C2006BTX ",2 - 4 kg,Yok,14 inç,Dahili Ekran Kartı,DDR4,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,,"4.926,59",4 GB,Belirtilmemiş,Gri,256 GB,,4.58,," Intel Celeron 82c2006btx N4120 4gb Ram 256gb Ssd 14"" Freedos Taşınabilir Bilgisayar 82C2006BTX ",1366 x 768,HD Ready (HD),,N4120,Belirtilmemiş,Intel Celeron,4,Free Dos,
54,,Bluetooth,"Apple Macbook Pro 13"" M1 8gb 256gb Ssd Uzay Grisi Dizüstü Bilgisayar (Apple Türkiye Garantili) MYD82TU/A ",Belirtilmemiş,Yok,"13,3 inç",Dahili Ekran Kartı,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,,Apple Türkiye Garantili,,,Yok,,Q Türkçe,Ev - Okul,,,,Yok,,24.784,8 GB,Belirtilmemiş,Gri,256 GB,,4.81,Belirtilmemiş," Macbook Pro 13"" M1 8gb 256gb Ssd Uzay Grisi Dizüstü Bilgisayar (Apple Türkiye Garantili) MYD82TU/A ",2560 x 1600,Retina,,Belirtilmemiş,Yok,Apple M1,8,Mac Os,
55,,,ACER Aspire3 A315-56-327t Intel Core I3 1005g1 8gb 256gb Ssd Freedos 15.6''fhd Notebook Nx.hs5ey.006 NX.HS5EY.006 ,Belirtilmemiş,Yok,"15,6 inç",Paylaşımlı,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,Yok,,Q Türkçe,Ev - Okul,3.4,,,Yok,,7.197,8 GB,DDR4,Siyah,256 GB,,4.42,1.2, Aspire3 A315-56-327t Intel Core I3 1005g1 8gb 256gb Ssd Freedos 15.6''fhd Notebook Nx.hs5ey.006 NX.HS5EY.006 ,1920 x 1080,Full HD (FHD),,1005G1,10. Nesil,Intel Core i3,2,Free Dos,3 Saat ve Altı
56,,HDMI,Casper Excalibur G770.1265-bfj0x-b Intel 12.nesil I7-12650h 16gb Ram 1tb Ssd 4gb Rtx3050 Freedos G770.1265-BFJ0X-B ,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,144 Hz,,2 Yıl,Casper Türkiye Garantili,,,HDD Yok,Yok,RGB Türkçe,Oyun,4.7,,,Yok,IPS,21.499,16 GB,DDR4,Siyah,1 TB,,5.0,3.5, Excalibur G770.1265-bfj0x-b Intel 12.nesil I7-12650h 16gb Ram 1tb Ssd 4gb Rtx3050 Freedos G770.1265-BFJ0X-B ,1920 x 1080,Full HD (FHD),,12650H,12. Nesil,Intel Core i7,10,Free Dos,
57,,,ASUS X515ja 10.nesil Core I3 1005g1-4gb-256gb Ssd-15.6inc-dos X515JA-EJ2138 ,2 kg ve Altı,Yok,"15,6 inç",Intel UHD Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,256 GB,,Q Türkçe,Ev - Okul,,,,Yok,,7.249,4 GB,DDR4,Gri,SSD Yok,,4.75,, X515ja 10.nesil Core I3 1005g1-4gb-256gb Ssd-15.6inc-dos X515JA-EJ2138 ,1920 x 1080,Full HD Ultra Wide,,1005G1,10. Nesil,Intel Core i3,2,Free Dos,
58,,Bluetooth,"Monster Abra A7 V14.1 Intel Core I5-12500h 8 Gb Ram 500gb Ssd 4gb Gtx1650 Freedos 17,3"" Fhd 144hz ABRA A7 V14.1 ",2 - 4 kg,Yok,"17,3 inç",Nvidia GeForce GTX 1650,GDDR6,4 GB,Harici,144 Hz,,2 Yıl,Monster Türkiye Garantili,,,HDD Yok,500 GB,Q Türkçe,Oyun,4.5,,,Yok,IPS,17.099,8 GB,DDR4,Siyah,500 GB,,4.53,3.3," Abra A7 V14.1 Intel Core I5-12500h 8 Gb Ram 500gb Ssd 4gb Gtx1650 Freedos 17,3"" Fhd 144hz ABRA A7 V14.1 ",1920 x 1080,Full HD (FHD),,12500H,12. Nesil,Intel Core i5,12,Free Dos,3 Saat ve Altı
59,32 GB,Bluetooth,ASUS Tuf Gaming A15 Fa507rm-hn082 Ryzen7 6800h 16gb 512gb Ssd Rtx3060 144hz Dos 15.6 Fhd Notebook FA507RM-HN082 ,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX3060,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,RGB Türkçe,Oyun,4.7,,,Yok,IPS,29.999,16 GB,DDR5,Siyah,512 GB,,4.65,3.2, Tuf Gaming A15 Fa507rm-hn082 Ryzen7 6800h 16gb 512gb Ssd Rtx3060 144hz Dos 15.6 Fhd Notebook FA507RM-HN082 ,1920 x 1080,Full HD (FHD),,6800H,6. Nesil,AMD Ryzen 7,8,Free Dos,
60,,Mini HDMI,Hometech Alfa 470c Gri Intel Celeron N4020 4 Gb 128 Gb Ssd 14.1 Hd Windows 10 Home Dizüstü Bilgisayar ,2 - 4 kg,Yok,"14,1 inç",Paylaşımlı,DDR,Paylaşımlı,Dahili,Belirtilmemiş,,,Resmi Distribütör Garantili,,,Yok,Yok,Q Türkçe,Ev - Okul,2.8,,,Yok,TN,3.699,4 GB,DDR4,Gri,128 GB,,4.46,1.1, Alfa 470c Gri Intel Celeron N4020 4 Gb 128 Gb Ssd 14.1 Hd Windows 10 Home Dizüstü Bilgisayar ,1366 x 768,HD Ready (HD),,N4020,Yok,Intel Celeron,2,Windows,3 Saat ve Altı
61,,Bluetooth,"Monster Tulpar T7 V21.9.5 Intel Core I7-12700h 16 Gb Ram 500gb Ssd 8gb Rtx3070ti Windows 11 17,3"" Qhd 165hz TULPAR T7 V21.9.5 ",2 - 4 kg,Yok,"17,3 inç",Nvidia GeForce RTX 3070Ti,GDDR6,8 GB,Harici,165 Hz,,2 Yıl,Monster Türkiye Garantili,,,HDD Yok,500 GB,Q Türkçe,Oyun,4.7,,,Yok,IPS,41.999,16 GB,DDR5,Siyah,500 GB,,5.0,3.5," Tulpar T7 V21.9.5 Intel Core I7-12700h 16 Gb Ram 500gb Ssd 8gb Rtx3070ti Windows 11 17,3"" Qhd 165hz TULPAR T7 V21.9.5 ",2560 x 1440,WQHD,,12700H,12. Nesil,Intel Core i7,14,Windows,3 Saat ve Altı
62,,Bluetooth,Monster Abra A7 V12.5.5 Intel Core I5-11400h 8gb Ram 500gb Ssd 4gb Gtx1650 Windows 11 17.3'' Fhd 144hz ,2 - 4 kg,Yok,"17,3 inç",Nvidia GeForce GTX 1650,GDDR6,4 GB,Harici,144 Hz,,,Resmi Distribütör Garantili,,,Yok,500 GB,Q Türkçe,Oyun,4.5,,,Yok,IPS,"16.498,99",8 GB,DDR4,Siyah,500 GB,,4.52,2.7, Abra A7 V12.5.5 Intel Core I5-11400h 8gb Ram 500gb Ssd 4gb Gtx1650 Windows 11 17.3'' Fhd 144hz ,1920 x 1080,Full HD (FHD),,11400H,11. Nesil,Intel Core i5,6,Windows 11,3 Saat ve Altı
63,8 GB,Bluetooth,ACER Gaming Aspire7 A715-42g R5 5500u 8gb 256gb Ssd Gtx1650 144hz Dos 15.6 Fhd Notebook Nh.qbfey.007 NH.QBFEY.007 ,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce GTX 1650,GDDR6,4 GB,Harici,144 Hz,,2 Yıl,Resmi Distribütör Garantili,,,256 GB,,Q Türkçe,Oyun,4.0,,,Yok,IPS,"13.298,99",8 GB,DDR4,Siyah,256 GB,,4.59,2.1, Gaming Aspire7 A715-42g R5 5500u 8gb 256gb Ssd Gtx1650 144hz Dos 15.6 Fhd Notebook Nh.qbfey.007 NH.QBFEY.007 ,1920 x 1080,Full HD (FHD),,5500U,5. Nesil,AMD Ryzen 5,6,Free Dos,
64,,Bluetooth,"Monster Abra A5 V17.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 15.6"" Fhd 144hz ABRA A5 V17.2.3 ",2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050 Ti,GDDR6,4 GB,Harici,144 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,Yok,Q Türkçe,Oyun,4.5,,,Yok,AHVA,18.799,16 GB,DDR4,Siyah,500 GB,,4.54,," Abra A5 V17.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 15.6"" Fhd 144hz ABRA A5 V17.2.3 ",1920 x 1080,Full HD (FHD),,11400H,11. Nesil,Intel Core i5,6,Free Dos,3 Saat ve Altı
65,,Bluetooth,"Monster Abra A7 V14.1.1 Intel Core I5-12500h 8 Gb Ram 500gb Ssd 4gb Gtx1650 Windows 11 17,3"" Fhd 144hz ABRA A7 V14.1.1 ",2 - 4 kg,Yok,"17,3 inç",Nvidia GeForce GTX 1650,GDDR6,4 GB,Harici,144 Hz,,2 Yıl,Monster Türkiye Garantili,,,HDD Yok,500 GB,Q Türkçe,Oyun,4.5,,,Yok,IPS,18.399,8 GB,DDR4,Siyah,500 GB,,4.5,3.3," Abra A7 V14.1.1 Intel Core I5-12500h 8 Gb Ram 500gb Ssd 4gb Gtx1650 Windows 11 17,3"" Fhd 144hz ABRA A7 V14.1.1 ",1920 x 1080,Full HD (FHD),,12500H,12. Nesil,Intel Core i5,12,Windows,3 Saat ve Altı
66,32 GB,,MSI GF63 THIN 11SC-035XTR I5-11400H 8GB DDR4 GTX1650 GDDR6 4GB 512GB SSD 15.6 FHD DOS ,2 kg ve Altı,Yok,"15,6 inç",Nvidia GeForce GTX 1650,GDDR6,4 GB,Harici,60 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,Yok,Q Türkçe,Oyun,4.4,,,Yok,,15.499,8 GB,DDR4,Siyah,512 GB,,4.54,1.4, GF63 THIN 11SC-035XTR I5-11400H 8GB DDR4 GTX1650 GDDR6 4GB 512GB SSD 15.6 FHD DOS ,1920 x 1080,Full HD (FHD),,11400,11. Nesil,Intel Core i5,6,Free Dos,
67,,,"LENOVO Ideapad1/Celeron N4120/4GB Ram/128GB emmc /15.6""/Win 11 82V7005MTX ",2 kg ve Altı,Yok,"15,6 inç",Intel UHD Graphics 600,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,128 GB,,Q Türkçe,Ofis - İş,,,,,,4.699,4 GB,DDR4,Gri,SSD Yok,,5.0,," Ideapad1/Celeron N4120/4GB Ram/128GB emmc /15.6""/Win 11 82V7005MTX ",1366 x 768,HD Ready (HD),,N4120,Belirtilmemiş,Intel Celeron,4,Windows,
68,,Bluetooth,Apple Macbook Air 13'' M1 8gb 256gb Ssd Altın MGND3TU/A ,Belirtilmemiş,Yok,"13,3 inç",Dahili Ekran Kartı,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,,Resmi Distribütör Garantili,,,Yok,256 GB,Q Türkçe,Ev - Okul,,,,Yok,,19.179,8 GB,Belirtilmemiş,Altın,256 GB,,4.92,Belirtilmemiş, Macbook Air 13'' M1 8gb 256gb Ssd Altın MGND3TU/A ,2560 x 1600,Retina,,Belirtilmemiş,Yok,Apple M1,8,Mac Os,
69,,USB,"Huawei Matebook D16 I7-12700h/16gb/512gb16"" Gümüş Dizüstü Bilgisayar (Huawei Türkiye Garantili) RLEF-W7651 ",2 kg ve Altı,Yok,16 inç,Dahili Ekran Kartı,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,16 GB,Q Türkçe,Ofis - İş,4.7,,,Yok,IPS,21.999,16 GB,Belirtilmemiş,Gümüş,512 GB,,4.92,3.5," Matebook D16 I7-12700h/16gb/512gb16"" Gümüş Dizüstü Bilgisayar (Huawei Türkiye Garantili) RLEF-W7651 ",1920 x 1200,Full HD (FHD),,12700H,12. Nesil,Intel Core i7,14,Windows,
70,,HDMI,"LENOVO 15ıtl6 82h802c1tx Celeron 6305 4gb 256gb Ssd 15.6"" Freedos 15ITL6 82H802C1TX ",2 kg ve Altı,Yok,"15,6 inç",Intel UHD Graphics,Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Lenovo Türkiye Garantili,,,HDD Yok,Yok,Q Türkçe,Ofis - İş,1.8,,,Yok,TN,7.499,4 GB,DDR4,Gri,256 GB,,4.58,1.8," 15ıtl6 82h802c1tx Celeron 6305 4gb 256gb Ssd 15.6"" Freedos 15ITL6 82H802C1TX ",1920 x 1080,Full HD (FHD),,6305,Belirtilmemiş,Intel Celeron,2,Free Dos,
71,,,ASUS Tuf Gaming A15 Fa506ıcb-hn178 R5 4600h 8gb 512gb Ssd Rtx3050 144hz Dos 15.6 Fhd Notebook FA506ICB-HN178 ,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,144 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,RGB Türkçe,Oyun,4.0,,,Yok,IPS,17.999,8 GB,DDR4,Siyah,512 GB,,4.63,3, Tuf Gaming A15 Fa506ıcb-hn178 R5 4600h 8gb 512gb Ssd Rtx3050 144hz Dos 15.6 Fhd Notebook FA506ICB-HN178 ,1920 x 1080,Full HD (FHD),,4600H,4. Nesil,AMD Ryzen 5,6,Free Dos,
72,,,"Honor Magicbook 14 Ryzen 5 5500u 8gb Ram 512gb Ssd 14"" Fhd Windows 10 Space Gray Nmh-wdq9hn 6973316859188 ",2 kg ve Altı,Yok,14 inç,AMD Radeon Graphics,Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,512 GB,Q Türkçe,Ofis - İş,4.0,,,Yok,IPS,11.499,8 GB,DDR4,Gri,512 GB,,5.0,2.1," Magicbook 14 Ryzen 5 5500u 8gb Ram 512gb Ssd 14"" Fhd Windows 10 Space Gray Nmh-wdq9hn 6973316859188 ",1920 x 1080,Full HD (FHD),,5500U,5. Nesil,AMD Ryzen 5,6,Windows,6 Saat ve Üstü
